Date,Time,Operator,Video,Quality,Video Bytes Downloaded,Loaded Percentage,Eid,experiment
5/18/25,21:01:44,Y,dwHBpykTloY,large,0.0,0.0,vi16,1
5/18/25,21:01:45,Y,dwHBpykTloY,large,0.04334296,4.3,vi16,1
5/18/25,21:01:46,Y,dwHBpykTloY,large,0.06774654,6.8,vi16,1
5/18/25,21:01:47,Y,dwHBpykTloY,large,0.06774654,6.8,vi16,1
5/18/25,21:01:48,Y,dwHBpykTloY,large,0.06774654,6.8,vi16,1
5/18/25,21:01:49,Y,dwHBpykTloY,large,0.06774654,6.8,vi16,1
5/18/25,21:01:50,Y,dwHBpykTloY,large,0.109463818,10.9,vi16,1
5/18/25,21:01:51,Y,dwHBpykTloY,large,0.109463818,10.9,vi16,1
5/18/25,21:01:52,Y,dwHBpykTloY,large,0.109463818,10.9,vi16,1
5/18/25,21:01:53,Y,dwHBpykTloY,large,0.140627007,14.1,vi16,1
5/18/25,21:01:54,Y,dwHBpykTloY,large,0.140627007,14.1,vi16,1
5/18/25,21:01:55,Y,dwHBpykTloY,large,0.140627007,14.1,vi16,1
5/18/25,21:01:56,Y,dwHBpykTloY,large,0.140627007,14.1,vi16,1
5/18/25,21:01:57,Y,dwHBpykTloY,large,0.182443367,18.2,vi16,1
5/18/25,21:01:58,Y,dwHBpykTloY,large,0.182443367,18.2,vi16,1
5/18/25,21:01:59,Y,dwHBpykTloY,large,0.182443367,18.2,vi16,1
5/18/25,21:02:00,Y,dwHBpykTloY,large,0.182443367,18.2,vi16,1
5/18/25,21:02:01,Y,dwHBpykTloY,large,0.182443367,18.2,vi16,1
5/18/25,21:02:02,Y,dwHBpykTloY,large,0.182443367,18.2,vi16,1
5/18/25,21:02:03,Y,dwHBpykTloY,large,0.182443367,18.2,vi16,1
5/18/25,21:02:04,Y,dwHBpykTloY,large,0.220186348,22.0,vi16,1
5/18/25,21:02:05,Y,dwHBpykTloY,large,0.220186348,22.0,vi16,1
5/18/25,21:02:06,Y,dwHBpykTloY,large,0.220186348,22.0,vi16,1
5/18/25,21:02:07,Y,dwHBpykTloY,large,0.220186348,22.0,vi16,1
5/18/25,21:02:08,Y,dwHBpykTloY,large,0.220186348,22.0,vi16,1
5/18/25,21:02:09,Y,dwHBpykTloY,large,0.273665051,27.4,vi16,1
5/18/25,21:02:10,Y,dwHBpykTloY,large,0.273665051,27.4,vi16,1
5/18/25,21:02:11,Y,dwHBpykTloY,large,0.273665051,27.4,vi16,1
5/18/25,21:02:12,Y,dwHBpykTloY,large,0.273665051,27.4,vi16,1
5/18/25,21:02:13,Y,dwHBpykTloY,large,0.273665051,27.4,vi16,1
5/18/25,21:02:14,Y,dwHBpykTloY,large,0.273665051,27.4,vi16,1
5/18/25,21:02:15,Y,dwHBpykTloY,large,0.273665051,27.4,vi16,1
5/18/25,21:02:16,Y,dwHBpykTloY,large,0.330277687,33.0,vi16,1
5/18/25,21:02:17,Y,dwHBpykTloY,large,0.330277687,33.0,vi16,1
5/18/25,21:02:18,Y,dwHBpykTloY,large,0.330277687,33.0,vi16,1
5/18/25,21:02:19,Y,dwHBpykTloY,large,0.330277687,33.0,vi16,1
5/18/25,21:02:20,Y,dwHBpykTloY,large,0.330277687,33.0,vi16,1
5/18/25,21:02:21,Y,dwHBpykTloY,hd2160,0.0,0.0,vi16,1
5/18/25,21:02:22,Y,dwHBpykTloY,hd2160,0.0,0.0,vi16,1
5/18/25,21:02:23,Y,dwHBpykTloY,hd2160,0.0,0.0,vi16,1
5/18/25,21:02:24,Y,dwHBpykTloY,hd2160,0.0,0.0,vi16,1
5/18/25,21:02:25,Y,dwHBpykTloY,hd2160,0.0,0.0,vi16,1
5/18/25,21:02:26,Y,dwHBpykTloY,hd2160,0.0,0.0,vi16,1
5/18/25,21:02:27,Y,dwHBpykTloY,hd2160,0.0,0.0,vi16,1
5/18/25,21:02:28,Y,dwHBpykTloY,hd2160,0.0,0.0,vi16,1
5/18/25,21:02:29,Y,dwHBpykTloY,hd2160,0.140197651,14.0,vi16,1
