Timestamp,date,time,Longitude,Latitude,Operatorname,NetworkTech,NetworkMode,RSRP,RSRQ,SNR,DL_bitrate,UL_bitrate,Eid,experiment
2024.12.10_08.00.00,2024-12-10,08:00:00,-90.168155,29.956869,X,5G,5G NSA,-103,-13,7.0,7,40,10id,1
2024.12.10_08.00.01,2024-12-10,08:00:01,-90.168155,29.956869,X,5G,5G NSA,-103,-13,7.0,6,8,10id,1
2024.12.10_08.00.02,2024-12-10,08:00:02,-90.168155,29.956869,X,5G,5G NSA,-103,-13,7.0,35910,229,10id,1
2024.12.10_08.00.03,2024-12-10,08:00:03,-90.168155,29.956869,X,5G,5G NSA,-103,-13,7.0,3,5,10id,1
2024.12.10_08.00.04,2024-12-10,08:00:04,-90.168155,29.956869,X,5G,5G NSA,-103,-13,7.0,3,5,10id,1
2024.12.10_08.00.05,2024-12-10,08:00:05,-90.168155,29.956869,X,5G,5G NSA,-103,-13,7.0,36037,254,10id,1
2024.12.10_08.00.06,2024-12-10,08:00:06,-90.168155,29.956869,X,5G,5G NSA,-103,-13,7.0,3,5,10id,1
2024.12.10_08.00.07,2024-12-10,08:00:07,-90.168155,29.956869,X,5G,5G NSA,-103,-13,7.0,6,6,10id,1
2024.12.10_08.00.08,2024-12-10,08:00:08,-90.168155,29.956869,X,5G,5G NSA,-103,-13,7.0,3,5,10id,1
2024.12.10_08.00.09,2024-12-10,08:00:09,-90.168155,29.956869,X,5G,5G NSA,-103,-13,7.0,36023,221,10id,1
2024.12.10_08.00.10,2024-12-10,08:00:10,-90.168155,29.956869,X,5G,5G NSA,-103,-13,7.0,9,35,10id,1
2024.12.10_08.00.11,2024-12-10,08:00:11,-90.168155,29.956869,X,5G,5G NSA,-103,-13,7.0,6,14,10id,1
2024.12.10_08.00.12,2024-12-10,08:00:12,-90.168155,29.956869,X,5G,5G NSA,-103,-13,7.0,3,5,10id,1
2024.12.10_08.00.14,2024-12-10,08:00:14,-90.168155,29.956869,X,5G,5G NSA,-103,-13,7.0,8078,66,10id,1
2024.12.10_08.00.14,2024-12-10,08:00:14,-90.168155,29.956869,X,5G,5G NSA,-103,-13,7.0,34183,197,10id,1
2024.12.10_08.00.15,2024-12-10,08:00:15,-90.168155,29.956869,X,5G,5G NSA,-103,-13,7.0,5,14,10id,1
