Timestamp,Longitude,Latitude,NetworkTech,NetworkMode,Level,Qual,SNR,DL_bitrate,Operatorname,SourceFile
2025.05.20_15.34.10,-90.259606,30.008592,5G,5G NSA,-102,-13,12.0,0,Y,vm115
2025.05.20_15.34.10,-90.259865,30.008569,5G,5G NSA,-102,-13,12.0,0,Y,vm115
2025.05.20_15.34.11,-90.259865,30.008569,5G,5G NSA,-102,-13,12.0,0,Y,vm115
2025.05.20_15.34.11,-90.260123,30.008554,5G,5G NSA,-102,-13,12.0,0,Y,vm115
2025.05.20_15.34.12,-90.260123,30.008554,5G,5G NSA,-102,-13,12.0,0,Y,vm115
2025.05.20_15.34.12,-90.260386,30.008536,5G,5G NSA,-102,-13,12.0,0,Y,vm115
2025.05.19_12.08.06,-90.135051,29.945517,5G,5G NSA,-82,-12,23.0,0,Y,vm98
2025.05.19_12.08.06,-90.135061,29.945614,5G,5G NSA,-82,-12,23.0,0,Y,vm98
2025.05.19_12.08.06,-90.135061,29.945614,5G,5G NSA,-82,-12,23.0,3,Y,vm98
2025.05.19_12.08.07,-90.135061,29.945614,5G,5G NSA,-82,-12,23.0,0,Y,vm98
2025.05.19_12.08.08,-90.135086,29.945798,5G,5G NSA,-82,-12,23.0,0,Y,vm98
2025.05.19_12.08.08,-90.135086,29.945798,5G,5G NSA,-82,-12,23.0,0,Y,vm98
2025.05.19_12.08.09,-90.135098,29.945892,5G,5G NSA,-82,-12,23.0,0,Y,vm98
2025.05.19_12.08.10,-90.135098,29.945892,5G,5G NSA,-82,-12,23.0,63,Y,vm98
2025.05.19_12.08.10,-90.135109,29.945983,5G,5G NSA,-82,-12,23.0,63,Y,vm98
2025.05.19_12.08.10,-90.135109,29.945983,5G,5G NSA,-74,-11,26.0,90,Y,vm98
2025.05.19_12.08.11,-90.135108,29.946084,5G,5G NSA,-74,-11,26.0,90,Y,vm98
2025.05.19_12.08.11,-90.135108,29.946084,5G,5G NSA,-74,-11,26.0,6,Y,vm98
2025.05.19_12.08.12,-90.135119,29.946184,5G,5G NSA,-74,-11,26.0,6,Y,vm98
2025.05.19_12.08.12,-90.135119,29.946184,5G,5G NSA,-74,-11,26.0,15,Y,vm98
2025.05.19_12.08.13,-90.135114,29.946281,5G,5G NSA,-74,-11,26.0,15,Y,vm98
2025.05.19_12.08.13,-90.135114,29.946281,5G,5G NSA,-74,-11,26.0,0,Y,vm98
2025.05.19_12.08.14,-90.135124,29.946386,5G,5G NSA,-74,-11,26.0,0,Y,vm98
2025.05.19_12.08.14,-90.135124,29.946386,5G,5G NSA,-74,-11,26.0,0,Y,vm98
2025.05.19_12.08.15,-90.135135,29.946489,5G,5G NSA,-74,-11,26.0,0,Y,vm98
2025.05.19_12.08.15,-90.135135,29.946489,5G,5G NSA,-74,-11,26.0,0,Y,vm98
2025.05.19_12.08.16,-90.13515,29.946587,5G,5G NSA,-74,-11,26.0,0,Y,vm98
2025.05.19_12.08.16,-90.13515,29.946587,5G,5G NSA,-76,-11,29.0,0,Y,vm98
2025.05.19_12.08.17,-90.135164,29.946689,5G,5G NSA,-76,-11,29.0,0,Y,vm98
2025.05.19_12.08.17,-90.135164,29.946689,5G,5G NSA,-76,-11,29.0,0,Y,vm98
2025.05.19_12.08.18,-90.135174,29.946789,5G,5G NSA,-76,-11,29.0,0,Y,vm98
2025.05.19_12.08.18,-90.135174,29.946789,5G,5G NSA,-76,-11,29.0,0,Y,vm98
2025.05.19_12.08.19,-90.135189,29.946888,5G,5G NSA,-76,-11,29.0,0,Y,vm98
2025.05.19_12.08.19,-90.135189,29.946888,5G,5G NSA,-76,-11,29.0,63,Y,vm98
2025.05.19_12.08.20,-90.135207,29.946985,5G,5G NSA,-76,-11,29.0,63,Y,vm98
2025.05.19_12.08.20,-90.135207,29.946985,5G,5G NSA,-79,-11,27.0,0,Y,vm98
2025.05.19_12.08.21,-90.135219,29.947085,5G,5G NSA,-79,-11,27.0,0,Y,vm98
2025.05.19_12.08.21,-90.135219,29.947085,5G,5G NSA,-79,-11,27.0,1,Y,vm98
2025.05.19_12.08.22,-90.135234,29.947183,5G,5G NSA,-79,-11,27.0,1,Y,vm98
2025.05.19_12.08.22,-90.135234,29.947183,5G,5G NSA,-79,-11,27.0,0,Y,vm98
2025.05.19_12.08.23,-90.135248,29.947281,5G,5G NSA,-79,-11,27.0,0,Y,vm98
2025.05.19_12.08.23,-90.135248,29.947281,5G,5G NSA,-79,-11,25.0,0,Y,vm98
2025.05.19_12.08.24,-90.13526,29.94738,5G,5G NSA,-79,-11,25.0,0,Y,vm98
2025.05.19_12.08.24,-90.13526,29.94738,5G,5G NSA,-79,-11,25.0,0,Y,vm98
2025.05.19_12.08.25,-90.135267,29.947477,5G,5G NSA,-79,-11,25.0,0,Y,vm98
2025.05.19_12.08.26,-90.135267,29.947477,5G,5G NSA,-79,-11,25.0,0,Y,vm98
2025.05.19_12.08.26,-90.135279,29.947568,5G,5G NSA,-79,-11,25.0,0,Y,vm98
2025.05.19_12.08.26,-90.135279,29.947568,5G,5G NSA,-79,-11,25.0,0,Y,vm98
2025.05.19_12.08.27,-90.135288,29.947663,5G,5G NSA,-79,-11,25.0,0,Y,vm98
2025.05.19_12.08.27,-90.135288,29.947663,5G,5G NSA,-79,-11,25.0,0,Y,vm98
2025.05.19_12.08.28,-90.135307,29.947758,5G,5G NSA,-79,-11,25.0,0,Y,vm98
2025.05.19_12.08.29,-90.135307,29.947758,5G,5G NSA,-79,-11,25.0,0,Y,vm98
2025.05.19_12.08.29,-90.135322,29.947853,5G,5G NSA,-79,-11,25.0,0,Y,vm98
2025.05.19_12.08.30,-90.135322,29.947853,5G,5G NSA,-80,-11,23.0,0,Y,vm98
2025.05.19_12.08.30,-90.135343,29.947945,5G,5G NSA,-80,-11,23.0,0,Y,vm98
2025.05.19_12.08.31,-90.135343,29.947945,5G,5G NSA,-80,-11,23.0,0,Y,vm98
2025.05.19_12.08.31,-90.13536,29.948041,5G,5G NSA,-80,-11,23.0,0,Y,vm98
2025.05.19_12.08.32,-90.13536,29.948041,5G,5G NSA,-80,-11,23.0,0,Y,vm98
2025.05.19_12.08.32,-90.135372,29.948139,5G,5G NSA,-80,-11,23.0,0,Y,vm98
2025.05.19_12.08.33,-90.135372,29.948139,5G,5G NSA,-80,-11,23.0,0,Y,vm98
2025.05.19_12.08.33,-90.135383,29.948236,5G,5G NSA,-80,-11,23.0,0,Y,vm98
2025.05.19_12.08.34,-90.135383,29.948236,4G,LTE,-82,-10,15.0,0,Y,vm98
2025.05.19_12.08.34,-90.135406,29.948331,4G,LTE,-82,-10,15.0,0,Y,vm98
2025.05.19_12.08.35,-90.135406,29.948331,4G,LTE,-82,-10,15.0,2,Y,vm98
2025.05.19_12.08.35,-90.135421,29.948434,4G,LTE,-82,-10,12.0,2,Y,vm98
2025.05.19_12.08.36,-90.135421,29.948434,4G,LTE,-85,-8,12.0,0,Y,vm98
2025.05.19_12.08.36,-90.135435,29.948532,4G,LTE,-85,-8,12.0,0,Y,vm98
2025.05.19_12.08.37,-90.135435,29.948532,4G,LTE,-85,-8,12.0,0,Y,vm98
2025.05.19_12.08.37,-90.135446,29.948632,4G,LTE,-85,-8,12.0,0,Y,vm98
2025.05.19_12.08.38,-90.135446,29.948632,4G,LTE,-86,-9,12.0,0,Y,vm98
2025.05.19_12.08.38,-90.135461,29.948729,4G,LTE,-86,-9,12.0,0,Y,vm98
2025.05.19_12.08.39,-90.135461,29.948729,4G,LTE,-86,-9,12.0,10,Y,vm98
2025.05.19_12.08.39,-90.135468,29.948827,4G,LTE,-86,-9,12.0,10,Y,vm98
2025.05.19_12.08.40,-90.135468,29.948827,4G,LTE,-85,-9,12.0,0,Y,vm98
2025.05.19_12.08.40,-90.135481,29.948925,4G,LTE,-85,-9,12.0,0,Y,vm98
2025.05.19_12.08.41,-90.135481,29.948925,4G,LTE,-85,-9,12.0,0,Y,vm98
2025.05.19_12.08.41,-90.135487,29.949026,4G,LTE,-85,-9,12.0,0,Y,vm98
2025.05.19_12.08.42,-90.135487,29.949026,4G,LTE,-88,-10,12.0,0,Y,vm98
2025.05.19_12.08.42,-90.135509,29.94913,4G,LTE,-88,-10,12.0,0,Y,vm98
2025.05.19_12.08.43,-90.135509,29.94913,4G,LTE,-88,-10,12.0,0,Y,vm98
2025.05.19_12.08.43,-90.135522,29.949228,4G,LTE,-88,-10,12.0,0,Y,vm98
2025.05.19_12.08.44,-90.135522,29.949228,4G,LTE,-83,-9,12.0,204,Y,vm98
2025.05.19_12.08.44,-90.135538,29.949323,4G,LTE,-83,-9,12.0,204,Y,vm98
2025.05.19_12.08.45,-90.135538,29.949323,5G,5G NSA,-89,-11,0.0,751,Y,vm98
2025.05.19_12.08.45,-90.135538,29.949323,5G,5G NSA,-89,-11,0.0,751,Y,vm98
2025.05.19_12.08.45,-90.135546,29.949421,5G,5G NSA,-89,-11,0.0,751,Y,vm98
2025.05.19_12.08.46,-90.135546,29.949421,5G,5G NSA,-89,-11,23.0,5863,Y,vm98
2025.05.19_12.08.46,-90.135557,29.949516,5G,5G NSA,-89,-11,23.0,5863,Y,vm98
2025.05.19_12.08.47,-90.135557,29.949516,5G,5G NSA,-89,-11,23.0,50416,Y,vm98
2025.05.19_12.08.47,-90.135572,29.949614,5G,5G NSA,-89,-11,23.0,50416,Y,vm98
2025.05.19_12.08.48,-90.135572,29.949614,5G,5G NSA,-91,-11,16.0,66261,Y,vm98
2025.05.19_12.08.48,-90.135587,29.949706,5G,5G NSA,-91,-11,16.0,66261,Y,vm98
2025.05.19_12.08.49,-90.135587,29.949706,5G,5G NSA,-91,-11,16.0,38291,Y,vm98
2025.05.19_12.08.49,-90.135599,29.949799,5G,5G NSA,-91,-11,16.0,38291,Y,vm98
2025.05.19_12.08.50,-90.135599,29.949799,5G,5G NSA,-91,-11,16.0,10,Y,vm98
2025.05.19_12.08.50,-90.135608,29.949897,5G,5G NSA,-91,-11,16.0,10,Y,vm98
2025.05.19_12.08.51,-90.135608,29.949897,5G,5G NSA,-91,-11,16.0,39669,Y,vm98
2025.05.19_12.08.51,-90.135621,29.949993,5G,5G NSA,-91,-11,16.0,39669,Y,vm98
2025.05.19_12.08.52,-90.135621,29.949993,5G,5G NSA,-91,-11,16.0,10,Y,vm98
2025.05.19_12.08.52,-90.135628,29.950091,5G,5G NSA,-91,-11,16.0,10,Y,vm98
2025.05.19_12.08.53,-90.135628,29.950091,5G,5G NSA,-91,-11,16.0,28033,Y,vm98
2025.05.19_12.08.53,-90.135629,29.950188,5G,5G NSA,-91,-11,16.0,28033,Y,vm98
2025.05.19_12.08.54,-90.135629,29.950188,5G,5G NSA,-91,-11,16.0,6,Y,vm98
2025.05.19_12.08.54,-90.135629,29.950293,5G,5G NSA,-91,-11,16.0,6,Y,vm98
2025.05.19_12.08.55,-90.135629,29.950293,5G,5G NSA,-91,-11,16.0,35502,Y,vm98
2025.05.19_12.08.55,-90.135628,29.950401,5G,5G NSA,-91,-11,16.0,35502,Y,vm98
2025.05.19_12.08.56,-90.135628,29.950401,5G,5G NSA,-91,-11,16.0,7033,Y,vm98
2025.05.19_12.08.56,-90.135638,29.950506,5G,5G NSA,-91,-11,16.0,7033,Y,vm98
2025.05.19_12.08.57,-90.135638,29.950506,5G,5G NSA,-93,-11,15.0,8495,Y,vm98
2025.05.19_12.08.57,-90.135653,29.950611,5G,5G NSA,-93,-11,15.0,8495,Y,vm98
2025.05.19_12.08.58,-90.135653,29.950611,5G,5G NSA,-93,-11,15.0,42182,Y,vm98
2025.05.19_12.08.58,-90.13567,29.950719,5G,5G NSA,-93,-11,15.0,42182,Y,vm98
2025.05.19_12.08.59,-90.13567,29.950719,5G,5G NSA,-93,-11,15.0,27624,Y,vm98
2025.05.19_12.08.59,-90.135676,29.950835,5G,5G NSA,-93,-11,15.0,27624,Y,vm98
2025.05.19_12.09.00,-90.135676,29.950835,5G,5G NSA,-97,-12,13.0,1060,Y,vm98
2025.05.19_12.09.00,-90.135693,29.950948,5G,5G NSA,-97,-12,13.0,1060,Y,vm98
2025.05.19_12.09.01,-90.135693,29.950948,5G,5G NSA,-97,-12,13.0,33853,Y,vm98
2025.05.19_12.09.01,-90.135712,29.951061,5G,5G NSA,-97,-12,13.0,33853,Y,vm98
2025.05.19_12.09.02,-90.135712,29.951061,5G,5G NSA,-97,-12,13.0,6,Y,vm98
2025.05.19_12.09.02,-90.135726,29.951181,5G,5G NSA,-97,-12,13.0,6,Y,vm98
2025.05.19_12.09.03,-90.135726,29.951181,5G,5G NSA,-99,-12,11.0,45780,Y,vm98
2025.05.19_12.09.03,-90.135745,29.951306,5G,5G NSA,-99,-12,11.0,45780,Y,vm98
2025.05.19_12.09.04,-90.135745,29.951306,5G,5G NSA,-99,-12,11.0,6,Y,vm98
2025.05.19_12.09.04,-90.135754,29.951429,5G,5G NSA,-99,-12,11.0,6,Y,vm98
2025.05.19_12.09.05,-90.135754,29.951429,5G,5G NSA,-99,-12,11.0,44480,Y,vm98
2025.05.19_12.09.05,-90.135773,29.951543,5G,5G NSA,-99,-12,11.0,44480,Y,vm98
2025.05.19_12.09.06,-90.135773,29.951543,5G,5G NSA,-99,-12,11.0,6,Y,vm98
2025.05.19_12.09.06,-90.135784,29.951649,5G,5G NSA,-99,-12,11.0,6,Y,vm98
2025.05.19_12.09.07,-90.135784,29.951649,5G,5G NSA,-99,-12,11.0,4,Y,vm98
2025.05.19_12.09.08,-90.135784,29.951649,5G,5G NSA,-99,-12,11.0,42172,Y,vm98
2025.05.19_12.09.08,-90.135794,29.951812,5G,5G NSA,-99,-12,11.0,42172,Y,vm98
2025.05.19_12.09.09,-90.135794,29.951812,5G,5G NSA,-99,-12,11.0,3,Y,vm98
2025.05.19_12.09.10,-90.135794,29.951812,5G,5G NSA,-99,-12,11.0,47,Y,vm98
2025.05.19_12.09.10,-90.13579,29.95192,5G,5G NSA,-99,-12,11.0,47,Y,vm98
2025.05.19_12.09.11,-90.13579,29.95192,5G,5G NSA,-99,-12,11.0,3,Y,vm98
2025.05.19_12.09.12,-90.13579,29.95192,5G,5G NSA,-99,-12,11.0,24357,Y,vm98
2025.05.19_12.09.13,-90.13579,29.95192,5G,5G NSA,-99,-12,11.0,7,Y,vm98
2025.05.19_12.09.13,-90.135733,29.952031,5G,5G NSA,-99,-12,11.0,7,Y,vm98
2025.05.19_12.09.14,-90.135733,29.952031,5G,5G NSA,-104,-12,10.0,29626,Y,vm98
2025.05.19_12.09.15,-90.135733,29.952031,5G,5G NSA,-104,-12,10.0,7985,Y,vm98
2025.05.19_12.09.16,-90.135733,29.952031,5G,5G NSA,-104,-12,10.0,8,Y,vm98
2025.05.19_12.09.17,-90.135733,29.952031,5G,5G NSA,-109,-13,8.0,3,Y,vm98
2025.05.19_12.09.18,-90.135733,29.952031,5G,5G NSA,-109,-13,8.0,780,Y,vm98
2025.05.19_12.09.19,-90.135733,29.952031,5G,5G NSA,-109,-13,8.0,35253,Y,vm98
2025.05.19_12.09.19,-90.135679,29.952146,5G,5G NSA,-109,-13,8.0,35253,Y,vm98
2025.05.19_12.09.20,-90.135679,29.952146,5G,5G NSA,-109,-13,8.0,3,Y,vm98
2025.05.19_12.09.21,-90.135679,29.952146,5G,5G NSA,-109,-13,8.0,9,Y,vm98
2025.05.19_12.09.21,-90.135766,29.952229,5G,5G NSA,-109,-13,8.0,9,Y,vm98
2025.05.19_12.09.22,-90.135766,29.952229,5G,5G NSA,-109,-13,8.0,6,Y,vm98
2025.05.19_12.09.23,-90.135766,29.952229,5G,5G NSA,-109,-13,8.0,36018,Y,vm98
2025.05.19_12.09.23,-90.135881,29.952325,5G,5G NSA,-109,-13,8.0,36018,Y,vm98
2025.05.19_12.09.24,-90.135881,29.952325,5G,5G NSA,-109,-13,8.0,6,Y,vm98
2025.05.19_12.09.25,-90.135881,29.952325,5G,5G NSA,-109,-13,8.0,4,Y,vm98
2025.05.19_12.09.25,-90.13601,29.952434,5G,5G NSA,-109,-13,8.0,4,Y,vm98
2025.05.19_12.09.26,-90.13601,29.952434,5G,5G NSA,-108,-13,8.0,3,Y,vm98
2025.05.19_12.09.27,-90.13601,29.952434,5G,5G NSA,-108,-13,8.0,22696,Y,vm98
2025.05.19_12.09.27,-90.136112,29.952543,5G,5G NSA,-108,-13,8.0,22696,Y,vm98
2025.05.19_12.09.28,-90.136112,29.952543,5G,5G NSA,-108,-13,8.0,1,Y,vm98
2025.05.19_12.09.29,-90.136112,29.952543,5G,5G NSA,-102,-12,13.0,36029,Y,vm98
2025.05.19_12.09.29,-90.136227,29.952643,5G,5G NSA,-102,-12,13.0,36029,Y,vm98
2025.05.19_12.09.30,-90.136227,29.952643,5G,5G NSA,-102,-12,13.0,9,Y,vm98
2025.05.19_12.09.31,-90.136227,29.952643,5G,5G NSA,-102,-12,13.0,44,Y,vm98
2025.05.19_12.09.31,-90.136358,29.952739,5G,5G NSA,-102,-12,13.0,44,Y,vm98
2025.05.19_12.09.32,-90.136358,29.952739,5G,5G NSA,-94,-12,18.0,3,Y,vm98
2025.05.19_12.09.33,-90.136358,29.952739,5G,5G NSA,-94,-12,18.0,4530,Y,vm98
2025.05.19_12.09.33,-90.136507,29.952856,5G,5G NSA,-94,-12,18.0,4530,Y,vm98
2025.05.19_12.09.34,-90.136507,29.952856,5G,5G NSA,-94,-12,18.0,36649,Y,vm98
2025.05.19_12.09.34,-90.136586,29.952921,5G,5G NSA,-94,-12,18.0,36649,Y,vm98
2025.05.19_12.09.35,-90.136586,29.952921,5G,5G NSA,-104,-14,8.0,6,Y,vm98
2025.05.19_12.09.35,-90.136668,29.952988,5G,5G NSA,-104,-14,8.0,6,Y,vm98
2025.05.19_12.09.36,-90.136668,29.952988,5G,5G NSA,-104,-14,8.0,3,Y,vm98
2025.05.19_12.09.36,-90.136751,29.953062,5G,5G NSA,-104,-14,8.0,3,Y,vm98
2025.05.19_12.09.37,-90.136751,29.953062,5G,5G NSA,-104,-14,8.0,163,Y,vm98
2025.05.19_12.09.37,-90.136837,29.953131,5G,5G NSA,-104,-14,8.0,163,Y,vm98
2025.05.19_12.09.38,-90.136931,29.953203,5G,5G NSA,-104,-14,8.0,33860,Y,vm98
2025.05.19_12.09.38,-90.136931,29.953203,4G,LTE,-88,-12,-6.0,33860,Y,vm98
2025.05.19_12.09.39,-90.136931,29.953203,4G,LTE,-88,-12,-6.0,3675,Y,vm98
2025.05.19_12.09.39,-90.137037,29.953278,4G,LTE,-88,-12,-6.0,3675,Y,vm98
2025.05.19_12.09.40,-90.137037,29.953278,4G,LTE,-88,-12,-6.0,1,Y,vm98
2025.05.19_12.09.40,-90.137141,29.953349,4G,LTE,-88,-12,-6.0,1,Y,vm98
2025.05.19_12.09.41,-90.137141,29.953349,5G,5G NSA,-96,-13,0.0,4,Y,vm98
2025.05.19_12.09.41,-90.137233,29.953418,5G,5G NSA,-96,-13,0.0,4,Y,vm98
2025.05.19_12.09.42,-90.137233,29.953418,5G,5G NSA,-96,-13,0.0,19623,Y,vm98
2025.05.19_12.09.42,-90.137329,29.953499,5G,5G NSA,-96,-13,0.0,19623,Y,vm98
2025.05.19_12.09.43,-90.137329,29.953499,5G,5G NSA,-96,-13,0.0,4555,Y,vm98
2025.05.19_12.09.43,-90.137394,29.953587,5G,5G NSA,-96,-13,0.0,4555,Y,vm98
2025.05.19_12.09.44,-90.137394,29.953587,5G,5G NSA,-100,-13,5.0,3,Y,vm98
2025.05.19_12.09.44,-90.137435,29.953686,5G,5G NSA,-100,-13,5.0,3,Y,vm98
2025.05.19_12.09.45,-90.137435,29.953686,5G,5G NSA,-100,-13,5.0,34337,Y,vm98
2025.05.19_12.09.45,-90.137463,29.953794,5G,5G NSA,-100,-13,5.0,34337,Y,vm98
2025.05.19_12.09.46,-90.137463,29.953794,5G,5G NSA,-100,-13,5.0,1971,Y,vm98
2025.05.19_12.09.46,-90.137486,29.95391,5G,5G NSA,-100,-13,5.0,1971,Y,vm98
2025.05.19_12.09.47,-90.137486,29.95391,5G,5G NSA,-98,-13,8.0,4,Y,vm98
2025.05.19_12.09.47,-90.137505,29.95403,5G,5G NSA,-98,-13,8.0,4,Y,vm98
2025.05.19_12.09.48,-90.137505,29.95403,5G,5G NSA,-98,-13,8.0,13590,Y,vm98
2025.05.19_12.09.48,-90.137526,29.954154,5G,5G NSA,-98,-13,8.0,13590,Y,vm98
2025.05.19_12.09.49,-90.137526,29.954154,5G,5G NSA,-98,-13,8.0,22445,Y,vm98
2025.05.19_12.09.49,-90.137547,29.954282,5G,5G NSA,-98,-13,8.0,22445,Y,vm98
2025.05.19_12.09.50,-90.137547,29.954282,5G,5G NSA,-98,-13,8.0,2,Y,vm98
2025.05.19_12.09.50,-90.137576,29.954425,5G,5G NSA,-98,-13,8.0,2,Y,vm98
2025.05.19_12.09.51,-90.137576,29.954425,5G,5G NSA,-98,-13,8.0,7,Y,vm98
2025.05.19_12.09.51,-90.137616,29.954565,5G,5G NSA,-98,-13,8.0,7,Y,vm98
2025.05.19_12.09.52,-90.137616,29.954565,5G,5G NSA,-98,-13,8.0,822,Y,vm98
2025.05.19_12.09.52,-90.137665,29.954705,5G,5G NSA,-98,-13,8.0,822,Y,vm98
2025.05.19_12.09.53,-90.137665,29.954705,5G,5G NSA,-98,-13,8.0,35942,Y,vm98
2025.05.19_12.09.53,-90.137722,29.954845,5G,5G NSA,-98,-13,8.0,35942,Y,vm98
2025.05.19_12.09.54,-90.137722,29.954845,5G,5G NSA,-102,-15,3.0,14,Y,vm98
2025.05.19_12.09.54,-90.137784,29.954984,5G,5G NSA,-102,-15,3.0,14,Y,vm98
2025.05.19_12.09.55,-90.137784,29.954984,5G,5G NSA,-102,-15,3.0,3,Y,vm98
2025.05.19_12.09.55,-90.137867,29.955121,5G,5G NSA,-102,-15,3.0,3,Y,vm98
2025.05.19_12.09.56,-90.137867,29.955121,5G,5G NSA,-102,-15,3.0,30617,Y,vm98
2025.05.19_12.09.56,-90.137947,29.955259,5G,5G NSA,-102,-15,3.0,30617,Y,vm98
2025.05.19_12.09.57,-90.137947,29.955259,5G,5G NSA,-104,-16,1.0,5,Y,vm98
2025.05.19_12.09.57,-90.138025,29.955396,5G,5G NSA,-104,-16,1.0,5,Y,vm98
2025.05.19_12.09.58,-90.138025,29.955396,5G,5G NSA,-104,-16,1.0,14,Y,vm98
2025.05.19_12.09.58,-90.138106,29.955533,5G,5G NSA,-104,-16,1.0,14,Y,vm98
2025.05.19_12.09.59,-90.138106,29.955533,5G,5G NSA,-104,-16,1.0,3,Y,vm98
2025.05.19_12.09.59,-90.138183,29.95567,5G,5G NSA,-104,-16,1.0,3,Y,vm98
2025.05.19_12.10.00,-90.138274,29.955806,5G,5G NSA,-104,-16,1.0,22178,Y,vm98
2025.05.19_12.10.00,-90.138274,29.955806,5G,5G NSA,-104,-16,1.0,22178,Y,vm98
2025.05.19_12.10.01,-90.138274,29.955806,5G,5G NSA,-104,-16,1.0,13917,Y,vm98
2025.05.19_12.10.01,-90.138357,29.955942,5G,5G NSA,-104,-16,1.0,13917,Y,vm98
2025.05.19_12.10.02,-90.138357,29.955942,5G,5G NSA,-104,-16,1.0,5,Y,vm98
2025.05.19_12.10.02,-90.138448,29.956077,5G,5G NSA,-104,-16,1.0,5,Y,vm98
2025.05.19_12.10.03,-90.138448,29.956077,5G,5G NSA,-102,-15,1.0,41208,Y,vm98
2025.05.19_12.10.03,-90.138548,29.956205,5G,5G NSA,-102,-15,1.0,41208,Y,vm98
2025.05.19_12.10.04,-90.138548,29.956205,5G,5G NSA,-102,-15,1.0,5,Y,vm98
2025.05.19_12.10.04,-90.138648,29.956331,5G,5G NSA,-102,-15,1.0,5,Y,vm98
2025.05.19_12.10.05,-90.138648,29.956331,5G,5G NSA,-102,-15,1.0,6,Y,vm98
2025.05.19_12.10.05,-90.138756,29.956451,5G,5G NSA,-102,-15,1.0,6,Y,vm98
2025.05.19_12.10.06,-90.138756,29.956451,5G,5G NSA,-102,-14,5.0,3,Y,vm98
2025.05.19_12.10.06,-90.138865,29.956569,5G,5G NSA,-102,-14,5.0,3,Y,vm98
2025.05.19_12.10.07,-90.138865,29.956569,5G,5G NSA,-102,-14,5.0,15789,Y,vm98
2025.05.19_12.10.07,-90.138971,29.956679,5G,5G NSA,-102,-14,5.0,15789,Y,vm98
2025.05.19_12.10.08,-90.138971,29.956679,5G,5G NSA,-102,-14,5.0,22816,Y,vm98
2025.05.19_12.10.08,-90.139081,29.956786,5G,5G NSA,-102,-14,5.0,22816,Y,vm98
2025.05.19_12.10.09,-90.139081,29.956786,5G,5G NSA,-105,-15,4.0,4,Y,vm98
2025.05.19_12.10.09,-90.139199,29.956877,5G,5G NSA,-105,-15,4.0,4,Y,vm98
2025.05.19_12.10.10,-90.139199,29.956877,5G,5G NSA,-105,-15,4.0,50,Y,vm98
2025.05.19_12.10.10,-90.139332,29.956962,5G,5G NSA,-105,-15,4.0,50,Y,vm98
2025.05.19_12.10.11,-90.139332,29.956962,5G,5G NSA,-105,-15,4.0,7923,Y,vm98
2025.05.19_12.10.11,-90.139469,29.957038,5G,5G NSA,-105,-15,4.0,7923,Y,vm98
2025.05.19_12.10.12,-90.139469,29.957038,5G,5G NSA,-102,-15,3.0,24888,Y,vm98
2025.05.19_12.10.12,-90.139599,29.957111,5G,5G NSA,-102,-15,3.0,24888,Y,vm98
2025.05.19_12.10.13,-90.139599,29.957111,5G,5G NSA,-102,-15,3.0,4,Y,vm98
2025.05.19_12.10.13,-90.13973,29.957181,5G,5G NSA,-102,-15,3.0,4,Y,vm98
2025.05.19_12.10.14,-90.139856,29.957251,5G,5G NSA,-102,-15,3.0,1559,Y,vm98
2025.05.19_12.10.14,-90.139856,29.957251,5G,5G NSA,-102,-15,3.0,1559,Y,vm98
2025.05.19_12.10.15,-90.139856,29.957251,5G,5G NSA,-101,-15,1.0,34465,Y,vm98
2025.05.19_12.10.15,-90.139986,29.957315,5G,5G NSA,-101,-15,1.0,34465,Y,vm98
2025.05.19_12.10.16,-90.139986,29.957315,5G,5G NSA,-101,-15,1.0,3,Y,vm98
2025.05.19_12.10.16,-90.140105,29.957377,5G,5G NSA,-101,-15,1.0,3,Y,vm98
2025.05.19_12.10.17,-90.140105,29.957377,5G,5G NSA,-101,-15,1.0,3,Y,vm98
2025.05.19_12.10.17,-90.140224,29.95744,5G,5G NSA,-101,-15,1.0,3,Y,vm98
2025.05.19_12.10.18,-90.140224,29.95744,5G,5G NSA,-103,-14,4.0,36027,Y,vm98
2025.05.19_12.10.18,-90.140348,29.957501,5G,5G NSA,-103,-14,4.0,36027,Y,vm98
2025.05.19_12.10.19,-90.140468,29.957554,5G,5G NSA,-103,-14,4.0,4,Y,vm98
2025.05.19_12.10.19,-90.140468,29.957554,5G,5G NSA,-103,-14,4.0,4,Y,vm98
2025.05.19_12.10.20,-90.140594,29.957611,5G,5G NSA,-103,-14,4.0,3,Y,vm98
2025.05.19_12.10.20,-90.140594,29.957611,5G,5G NSA,-103,-14,4.0,3,Y,vm98
2025.05.19_12.10.21,-90.140726,29.957662,5G,5G NSA,-101,-13,8.0,3,Y,vm98
2025.05.19_12.10.21,-90.140726,29.957662,5G,5G NSA,-101,-13,8.0,3,Y,vm98
2025.05.19_12.10.22,-90.140863,29.957713,5G,5G NSA,-101,-13,8.0,24948,Y,vm98
2025.05.19_12.10.22,-90.140863,29.957713,5G,5G NSA,-101,-13,8.0,24948,Y,vm98
2025.05.19_12.10.23,-90.141002,29.957761,5G,5G NSA,-101,-13,8.0,14147,Y,vm98
2025.05.19_12.10.23,-90.141002,29.957761,5G,5G NSA,-101,-13,8.0,14147,Y,vm98
2025.05.19_12.10.24,-90.141142,29.957808,5G,5G NSA,-101,-13,8.0,4,Y,vm98
