Date,Time,Operator,Video,Quality,Video Bytes Downloaded,Loaded Percentage,Eid,experiment
5/18/25,14:26:34,Y,nF8UTFHpmjE,hd1440,0.0,0.0,vm2,1
5/18/25,14:26:35,Y,nF8UTFHpmjE,hd1440,0.010956307,1.1,vm2,1
5/18/25,14:26:36,Y,nF8UTFHpmjE,hd1440,0.024698583,2.5,vm2,1
5/18/25,14:26:37,Y,nF8UTFHpmjE,hd1440,0.037050375,3.7,vm2,1
5/18/25,14:26:38,Y,nF8UTFHpmjE,hd1440,0.050019882,5.0,vm2,1
5/18/25,14:26:39,Y,nF8UTFHpmjE,hd1440,0.061748958,6.2,vm2,1
5/18/25,14:26:40,Y,nF8UTFHpmjE,hd1440,0.068256219,6.8,vm2,1
5/18/25,14:26:41,Y,nF8UTFHpmjE,hd1440,0.068256219,6.8,vm2,1
5/18/25,14:26:42,Y,nF8UTFHpmjE,hd1440,0.068256219,6.8,vm2,1
5/18/25,14:26:43,Y,nF8UTFHpmjE,hd1440,0.076018917,7.6,vm2,1
5/18/25,14:26:44,Y,nF8UTFHpmjE,hd1440,0.086450041,8.6,vm2,1
5/18/25,14:26:45,Y,nF8UTFHpmjE,hd1440,0.086450041,8.6,vm2,1
5/18/25,14:26:46,Y,nF8UTFHpmjE,hd1440,0.092957303,9.3,vm2,1
5/18/25,14:26:47,Y,nF8UTFHpmjE,hd1440,0.100717499,10.1,vm2,1
5/18/25,14:26:48,Y,nF8UTFHpmjE,hd1440,0.100717499,10.1,vm2,1
5/18/25,14:26:49,Y,nF8UTFHpmjE,hd1440,0.100717499,10.1,vm2,1
5/18/25,14:26:50,Y,nF8UTFHpmjE,hd1440,0.111148624,11.1,vm2,1
5/18/25,14:26:51,Y,nF8UTFHpmjE,hd1440,0.111148624,11.1,vm2,1
5/18/25,14:26:52,Y,nF8UTFHpmjE,hd1440,0.111148624,11.1,vm2,1
5/18/25,14:26:53,Y,nF8UTFHpmjE,hd1440,0.111148624,11.1,vm2,1
5/18/25,14:26:54,Y,nF8UTFHpmjE,hd1440,0.118573704,11.9,vm2,1
5/18/25,14:26:55,Y,nF8UTFHpmjE,hd1440,0.118573704,11.9,vm2,1
5/18/25,14:26:56,Y,nF8UTFHpmjE,hd1440,0.118573704,11.9,vm2,1
5/18/25,14:26:57,Y,nF8UTFHpmjE,hd1440,0.127254221,12.7,vm2,1
5/18/25,14:26:58,Y,nF8UTFHpmjE,hd1440,0.127254221,12.7,vm2,1
5/18/25,14:26:59,Y,nF8UTFHpmjE,hd1440,0.127254221,12.7,vm2,1
5/18/25,14:27:00,Y,nF8UTFHpmjE,hd1440,0.127254221,12.7,vm2,1
5/18/25,14:27:01,Y,nF8UTFHpmjE,hd1440,0.135849708,13.6,vm2,1
5/18/25,14:27:02,Y,nF8UTFHpmjE,hd1440,0.135849708,13.6,vm2,1
5/18/25,14:27:03,Y,nF8UTFHpmjE,hd1440,0.144695282,14.5,vm2,1
5/18/25,14:27:04,Y,nF8UTFHpmjE,hd1440,0.144695282,14.5,vm2,1
5/18/25,14:27:05,Y,nF8UTFHpmjE,hd1440,0.144695282,14.5,vm2,1
5/18/25,14:27:06,Y,nF8UTFHpmjE,hd1440,0.144695282,14.5,vm2,1
5/18/25,14:27:07,Y,nF8UTFHpmjE,hd1440,0.153788441,15.4,vm2,1
5/18/25,14:27:08,Y,nF8UTFHpmjE,hd1440,0.153788441,15.4,vm2,1
5/18/25,14:27:09,Y,nF8UTFHpmjE,hd1440,0.153788441,15.4,vm2,1
5/18/25,14:27:10,Y,nF8UTFHpmjE,hd1440,0.153788441,15.4,vm2,1
5/18/25,14:27:11,Y,nF8UTFHpmjE,hd1440,0.160548291,16.1,vm2,1
5/18/25,14:27:12,Y,nF8UTFHpmjE,hd1440,0.163384276,16.3,vm2,1
5/18/25,14:27:13,Y,nF8UTFHpmjE,hd1440,0.163384276,16.3,vm2,1
5/18/25,14:27:14,Y,nF8UTFHpmjE,hd1440,0.163384276,16.3,vm2,1
5/18/25,14:27:15,Y,nF8UTFHpmjE,hd1440,0.172897582,17.3,vm2,1
5/18/25,14:27:16,Y,nF8UTFHpmjE,hd1440,0.172897582,17.3,vm2,1
